,state
0d4202a3-808e-413f-9bf3-9cfccae0ed61,3.0
c80e6d4b-af21-42f0-8e20-6f7d2e99c062,1.0
80d0af10-1c61-4b67-90c1-7dbf1ef23672,8.0
d2e528ff-aea2-48d7-a60a-4c3e71ea9073,1.0
66237056-ca9a-4c90-af0e-1621feb71578,1.0
5546a779-21db-49f9-8c0d-a1e420088084,1.0
0f00e267-c748-4a71-8b36-03c410641d88,2.0
b4e02660-562f-4eac-8472-cbbd8a577688,8.0
7465b01d-c05e-4fe0-a9fe-182920edc489,5.0
0faacff6-b50c-4bed-9824-b7270654f28d,2.0
134d2d90-7b08-4f20-8a3a-c77643fb208f,2.0
0f3de9ef-19cc-4d14-9a42-1435db537f94,8.0
479cd9bb-ecd7-41d5-b1e4-41132ff7fc95,1.0
6005494f-5d3d-43a3-b3e8-8c91955b2a98,1.0
a2792419-8e16-45fe-a524-17851f34ab9b,8.0
bab786b9-6c20-425d-9886-63a0a092b59b,8.0
4491bf17-b168-4e96-8e09-ef1aec9f5e9d,5.0
22b0bd3b-ee08-4bc7-90b2-01c372a56ba2,5.0
7535f262-9b96-44f6-988c-4c9ebb3ffca9,8.0
cecf7967-862e-428c-bb42-fef553fdb3aa,4.0
53575575-3303-4f8f-b6a8-b42131cfb4ac,2.0
bfb82be8-9dac-4099-8b38-0950308e3eb3,8.0
5a07041c-65eb-4fcd-8940-e90b905061b5,6.0
130ddfad-6ef8-4c80-bd9d-88308a6874bc,6.0
b577def7-2f5c-4876-a7c6-f18d5722b8c0,5.0
3fd52e66-ab76-4079-80db-281a795d1ec0,5.0
6f9c955c-6816-4353-922a-8035b50facc6,3.0
01373725-5d3c-4d9c-aabc-911d53e62bcd,5.0
6783ab5b-f07c-447b-bf13-c34485d246d7,8.0
8031b550-40a9-4a3a-9f7d-cdc052288bd8,5.0
51cb675e-e243-4a07-bf4a-580473d26fda,8.0
46ff25b6-d01d-4ca7-80b7-cec2998c34e1,1.0
4034703a-4da9-4dda-9ca9-e80ffe9ccde6,1.0
ca6cde6d-92de-4259-9e58-a373f2d543ea,2.0
31e28d0b-0e69-4330-82ed-4f1827dc97ea,1.0
3334280b-2a36-4ac7-a021-a76c10e958f0,1.0
42551d05-5ee5-4f91-93a8-32da695d9dfa,5.0
